Term,DocID,Positions
and,17,"[13, 18, 51, 71, 78, 101, 139, 159, 231, 266, 321, 332, 362, 391, 439, 589, 613, 656, 718, 777, 799, 966, 1008, 1036, 1093, 1243, 1329, 1344, 1351, 1365, 1386, 1416, 1422, 1507, 1537, 1553, 1580, 1587, 1599, 1602, 1626, 1681, 1707, 1772, 1801, 1814, 1873, 1884, 1894, 1913, 1928, 1933, 1937, 1941, 1995, 2016, 2095, 2178, 2188, 2194, 2272, 2287, 2366, 2430, 2494, 2498, 2602, 2622, 2720, 2744, 2773, 2811, 2825, 2857, 2871, 2944, 2949, 2952, 2959, 2988, 3003, 3059, 3101, 3167, 3203, 3225, 3328, 3333, 3351, 3518, 3558, 3594, 3607, 3609, 3649, 3672, 3714, 3722, 3781, 3786, 3828, 3906, 3956, 4012, 4022, 4030, 4060, 4120, 4123, 4126, 4165, 4173, 4192, 4204, 4273, 4322, 4383, 4466, 4545, 4583, 4596, 4638, 4642, 4685, 4774, 4864, 4967, 5014, 5109, 5146, 5196, 5237, 5477, 5598, 5679, 5744, 5847, 5905, 5916, 5926, 5949, 5964, 5991, 6009, 6015, 6064, 6104, 6131, 6168, 6190, 6230, 6252, 6263, 6290, 6308, 6321, 6356, 6380, 6398, 6404, 6427, 6462, 6532, 6556, 6562]"
and,18,"[82, 92, 150, 163, 165, 196, 206, 216, 224, 235, 249, 294, 308, 340, 356, 371, 386, 405, 421, 429, 451, 470, 490, 496, 522, 546, 582, 604, 624, 651, 670, 672, 704, 715, 735, 758, 787, 806, 817, 869, 1064, 1103, 1111, 1207, 1226, 1274, 1335, 1397, 1400, 1516, 1551, 1583, 1599, 1615, 1691, 1734, 1743, 1755, 1782, 1819, 1841, 1851, 1861, 1883, 1892, 1941, 1967, 1974, 2054, 2102, 2157, 2207, 2217, 2243, 2261, 2277, 2281, 2293, 2327, 2359, 2361, 2377, 2443, 2456, 2519, 2554, 2610, 2624, 2631, 2641, 2646, 2665, 2703, 2731, 2749, 2764, 2781, 2807, 2854, 2865, 2888, 2904, 2933, 2945, 2959, 2968, 2983, 3024, 3031, 3046, 3054, 3087, 3102, 3110, 3116, 3132, 3155, 3167, 3186, 3219, 3233, 3259, 3271, 3292, 3321, 3336, 3355, 3385, 3400, 3431, 3452, 3473, 3496, 3518, 3539, 3565, 3585, 3596, 3608, 3632, 3651, 3658, 3692, 3715, 3728, 3757, 3780, 3786, 3804]"
and,2,"[53, 65, 144, 162, 167, 238, 248, 255, 276, 289, 346, 350, 363, 379, 383, 388, 413, 432, 442, 505, 525, 553, 578, 583, 679, 704, 747, 786, 855, 888, 937, 940, 985, 1018, 1068, 1081, 1096, 1169, 1260, 1269, 1298, 1382, 1423, 1441, 1456, 1554, 1558, 1564, 1573, 1601, 1610, 1629, 1669, 1671, 1705, 1718, 1735, 1813, 1836, 1864, 1870, 1886, 1903, 1972, 2029, 2120, 2131, 2231, 2290, 2321, 2409, 2420, 2426, 2442, 2475, 2489, 2502, 2529, 2538, 2584, 2605, 2614, 2619, 2648, 2678, 2720, 2906, 3059, 3112, 3115, 3231, 3332, 3378, 3435, 3467, 3496, 3508, 3588, 3632, 3650, 3685, 4013, 4089, 4102, 4115, 4121, 4131, 4220, 4230, 4260, 4281, 4321, 4466, 4475, 4483, 4506, 4580, 4675, 4687, 4757, 4812, 4819, 4891, 4949, 4977, 4998, 5027, 5091, 5264, 5283, 5304, 5316, 5334, 5338, 5361, 5378, 5390, 5436, 5520, 5540, 5630, 5640, 5671, 5735, 5751, 5843, 5873, 6008, 6022, 6062, 6069, 6097, 6124, 6150, 6198, 6203, 6250, 6264, 6286, 6300, 6392, 6428, 6537, 6544, 6591, 6636]"
and,21,"[63, 84, 132, 163, 175, 188, 230, 238, 281, 296, 300, 319, 342, 372, 376, 401, 425, 452, 484, 496, 514, 530, 541, 552, 582, 606, 622, 637, 681, 698, 713, 719, 786, 837, 861, 894, 898, 906, 936, 962, 1018, 1043, 1069, 1100, 1153, 1207, 1242, 1245, 1273, 1342, 1344, 1350, 1389, 1452, 1499, 1518, 1527, 1539, 1604, 1700, 1750, 1771, 1794, 1800, 1854, 1913, 1929, 1948, 1984, 2007, 2084, 2102, 2123, 2153, 2206, 2212, 2232, 2236, 2238, 2255, 2270, 2276, 2284, 2336, 2340, 2390, 2421, 2460, 2486, 2499, 2535, 2546, 2607, 2716, 2727, 2754, 2836, 2849, 2862, 2872, 2887, 2899, 2926, 2937, 2974, 2991, 3037, 3097, 3114, 3116, 3168, 3203, 3225, 3238, 3317, 3359, 3367, 3409, 3425, 3468, 3497, 3510, 3517, 3545, 3548, 3561, 3594, 3627, 3639, 3666, 3669, 3709, 3750, 3844, 3873, 3880, 3960, 4040, 4062, 4151, 4157, 4178, 4194, 4263, 4280, 4295, 4322, 4328, 4333, 4380, 4398, 4412, 4423, 4447, 4452, 4466, 4525, 4557, 4578, 4589, 4605, 4634, 4641, 4661, 4668, 4702, 4713, 4718, 4736, 4772, 4833, 4841, 4888, 4911, 4943, 4965, 4977, 4993, 5016, 5088, 5102, 5149, 5198, 5253, 5284, 5288, 5315, 5328, 5337, 5347, 5366, 5370, 5391, 5396, 5422, 5428, 5453, 5467, 5471, 5495, 5516, 5544, 5574, 5585, 5597, 5621, 5626, 5636, 5646, 5658, 5673, 5677, 5701, 5722, 5741, 5756, 5763, 5767, 5785, 5810, 5827, 5946, 5953, 6004, 6024, 6031, 6051, 6073, 6091, 6114, 6140, 6161, 6182, 6187, 6201, 6224, 6237, 6241, 6288, 6308, 6321, 6325, 6348, 6391, 6419, 6442]"
and,22,"[8, 29, 36, 51, 60, 74, 91, 97, 117, 121, 155, 167, 186, 223, 234, 243, 268, 272, 324, 330, 382, 438, 463, 468, 483, 520, 525, 539, 573, 585, 653, 726, 746, 826, 829, 859, 889, 895, 910, 973, 980, 987, 989, 1117, 1149, 1155, 1157, 1172, 1231, 1254, 1256, 1264, 1339, 1346, 1371, 1377, 1384, 1399, 1485, 1496, 1549, 1563, 1578, 1619, 1654, 1681, 1687, 1733, 1781, 1797, 1812, 1827, 1834, 1858, 1861, 2167, 2243, 2272, 2284, 2415, 2519, 2553, 2641, 2652, 2694, 2746, 2798, 2825, 2836, 2844, 3048, 3259, 3277, 3344, 3385, 3493, 3507, 3541, 3587, 3675, 3715, 3779, 3945, 3954, 3999, 4051, 4062, 4097, 4156, 4174, 4189, 4211, 4219, 4235, 4244, 4301, 4377, 4387, 4437, 4486, 4503, 4510, 4531, 4534, 4552, 4608, 4631, 4640, 4730, 4816, 4866, 4925, 4955, 5045, 5078, 5133, 5136, 5203, 5309, 5390, 5407, 5445, 5536, 5552, 5606, 5650, 5696, 5706, 5744, 5760, 5768, 5800, 5813, 5836, 5944, 6022, 6063, 6111, 6222, 6256, 6290, 6349, 6378, 6400, 6461, 6469, 6486, 6508, 6523, 6541, 6573, 6577, 6592, 6643, 6651, 6685, 6691, 6701, 6738, 6802, 6820, 6823, 6834, 6861, 6897, 6927, 7028, 7045, 7143, 7167, 7179, 7209, 7232, 7297, 7326, 7461, 7511, 7575, 7594, 7602, 7630, 7653, 7688, 7705, 7764, 7781, 7800, 7817, 7931, 7948, 7979, 8049, 8064, 8068, 8120, 8160, 8337, 8402, 8445, 8502, 8574, 8655, 8736, 8801, 8813, 8833, 8857, 8944, 9019, 9113, 9195, 9294, 9305, 9321, 9335, 9339, 9401, 9470, 9484, 9519, 9524, 9538, 9571, 9577, 9611, 9621, 9737, 9808, 9834, 9877, 9897, 10136, 10144, 10185, 10254, 10303, 10323, 10342, 10405, 10468, 10530, 10577, 10624, 10660, 10696, 10804, 10817, 10861, 10943, 11029, 11140, 11148, 11155, 11164, 11206, 11222, 11225, 11248, 11257, 11351, 11365, 11375, 11470, 11554, 11574, 11580, 11599, 11610, 11617, 11633, 11658, 11665, 11674, 11680, 11708, 11734, 11753, 11770, 11779, 11789, 11803, 11819, 11826, 11851, 11876, 11893, 11931, 11943, 11952, 11978, 11998, 12023, 12031, 12038, 12052, 12066, 12077, 12111, 12122, 12138, 12186, 12211, 12226, 12233, 12249, 12285, 12304, 12334, 12358, 12374, 12378, 12395, 12442, 12453, 12473, 12486, 12528, 12532, 12537, 12546, 12560, 12585, 12613, 12618, 12643, 12662, 12677, 12693, 12704, 12712, 12729, 12777, 12810, 12818, 12835, 12855, 12862, 12873, 12903, 12918, 12935, 12963, 12979, 12994, 13010, 13015, 13032, 13037, 13052, 13089, 13094, 13104, 13132, 13137, 13158, 13184, 13212, 13220, 13239, 13263, 13281, 13336]"
and,23,"[44, 155, 237, 288, 298, 430, 449, 470, 498, 574, 600, 607, 614, 670, 692, 774, 812, 826, 868, 885, 931, 976, 1012, 1024, 1191, 1225, 1235, 1268, 1284, 1320, 1331, 1333, 1459, 1497, 1537, 1559, 1658, 1698, 1737, 1747, 1776, 1897, 1953, 2031, 2041, 2053, 2056, 2062, 2082, 2087, 2097, 2103, 2116, 2128, 2140, 2148, 2151, 2173, 2189, 2195, 2210, 2240, 2246, 2260, 2265]"
and,24,"[35, 76, 122, 133, 141, 145, 230, 241, 250, 286, 296, 328, 350, 365, 379, 398, 414, 497, 522, 544, 547, 572, 642, 702, 726, 777, 834, 839, 960, 1020, 1024, 1054, 1066, 1071, 1089, 1149, 1166, 1262, 1326, 1381, 1405, 1413, 1424, 1510, 1530, 1571, 1581, 1724, 1748, 1793, 1891, 1920, 1962, 1969, 1975, 1982, 2088, 2101, 2115, 2188, 2290, 2300, 2314, 2347, 2369, 2423, 2449, 2455, 2461, 2478, 2489, 2595, 2631, 2645, 2652, 2667, 2692, 2700, 2719, 2736, 2838, 2918, 2924, 2949, 2989, 2996, 3014, 3029, 3033, 3060, 3085, 3095, 3180, 3215, 3261, 3294, 3300, 3318]"
and,25,"[41, 105, 133, 202, 212, 229, 325, 374, 418, 495, 527, 570, 596, 609, 611, 622, 625, 632, 636, 642, 664, 673, 739, 783, 787, 833, 840, 854, 856, 868, 884, 914, 930, 1002, 1039, 1104, 1132, 1154, 1256, 1266, 1311, 1347, 1418, 1461, 1478, 1495, 1497, 1550, 1579, 1613, 1649, 1694, 1707, 1721, 1737, 1753, 1882, 1887, 2077, 2118, 2139, 2221, 2268, 2381, 2387, 2430, 2448, 2490, 2565, 2572, 2585, 2610, 2617, 2626, 2651, 2654, 2658, 2679, 2689, 2721, 2747, 2756, 2761, 2781, 2795, 2834, 2884, 2953, 3020, 3082, 3116, 3164, 3183, 3248, 3259, 3265, 3321, 3391, 3439, 3442, 3477, 3504, 3516, 3526, 3542, 3590, 3615, 3632, 3651, 3674, 3687, 3710, 3725, 3728, 3737, 3748, 3758, 3763, 3771, 3788, 3804, 3818, 3835, 3847, 3850, 3872, 3891, 3899, 3913, 3922, 3936, 3951, 3962, 3967, 3976, 3984, 3996]"
and,26,"[4, 26, 39, 154, 162, 171, 217, 256, 307, 321, 329, 337, 357, 371, 390, 396, 562, 585, 649, 668, 686, 737, 788, 956, 1075, 1104, 1149, 1267, 1275, 1394, 1405, 1456, 1484, 1494, 1510, 1562, 1586, 1593, 1608, 1631, 1652, 1678, 1764, 1773, 1783, 1833, 1874, 1893, 1901, 1955, 1980, 2021, 2048, 2065, 2078, 2099, 2104, 2136, 2169, 2258, 2331, 2525, 2535, 2592, 2623, 2768, 2835, 2863, 2877, 2880, 2914, 2958, 2968, 3000, 3015, 3041, 3101, 3156, 3164, 3228, 3377, 3458, 3500, 3511, 3531, 3539, 3542, 3565, 3567, 3601, 3673, 3707, 3767, 3791, 3832, 3883, 3906, 3926, 3961, 3965, 3979, 3993, 4021, 4027, 4032, 4042, 4131, 4140, 4148, 4156, 4180, 4252, 4264, 4291, 4305, 4323, 4352, 4359, 4366, 4374, 4385, 4407, 4431, 4442, 4484, 4511, 4541, 4550, 4615, 4656, 4790, 4829, 4902, 4930, 4998, 5247, 5361, 5425, 5441, 5467, 5486, 5491, 5524, 5544, 5572, 5588, 5592, 5634, 5650, 5705, 5837, 5845, 5870, 5877, 5887, 5904, 5938, 5944, 6004, 6033, 6070, 6098, 6127, 6162, 6196, 6255, 6257, 6262, 6287, 6292, 6319, 6392, 6467, 6469, 6531, 6637, 6662, 6674, 6745, 6794, 6861, 6890, 6897, 6957, 6970, 7009, 7037, 7089, 7121, 7228, 7265, 7274, 7285, 7290, 7298, 7322, 7346, 7365, 7373, 7384, 7403, 7421, 7443, 7486, 7502, 7515, 7534, 7556, 7587, 7609, 7626, 7637, 7653, 7678, 7681, 7691, 7702, 7717, 7747, 7776, 7802, 7819, 7831, 7834, 7839, 7847, 7873, 7892, 7911, 7927, 7945, 7954, 7974, 8000, 8070, 8091, 8118, 8128, 8135, 8208, 8233, 8247, 8269, 8273, 8286, 8299, 8319, 8334, 8365, 8410, 8437, 8441, 8449, 8465, 8472, 8487]"
and,3,"[3, 25, 95, 107, 124, 133, 144, 172, 196, 199, 207, 234, 238, 255, 258, 268, 279, 293, 305, 311, 322, 375, 442, 448, 455, 460, 475, 497, 549, 570, 706, 724, 847, 867, 898, 937, 1027, 1130, 1136, 1263, 1389, 1417, 1483, 1498, 1627, 1692, 1710, 1729, 1765, 1784, 1826, 1912, 1966, 2015, 2062, 2076, 2085, 2103, 2120, 2138, 2145, 2164, 2172, 2183, 2200, 2226, 2248, 2285, 2319, 2323, 2331, 2358, 2377, 2382, 2396, 2404, 2468, 2517, 2530, 2553, 2579, 2584, 2599, 2672, 2682, 2736, 2775, 2812, 2897]"
and,7,"[8, 38, 48, 94, 171, 204, 257, 284, 306, 330, 359, 460, 511, 579, 590, 638, 688, 702, 734, 771, 829, 876, 882, 899, 996, 1011, 1024, 1038, 1043, 1066, 1076, 1134, 1175, 1183, 1215, 1242, 1252, 1307, 1314, 1344, 1386, 1404, 1415, 1440, 1462, 1478, 1484, 1489, 1501, 1502, 1506, 1514, 1525, 1546, 1562, 1611, 1635, 1667, 1671, 1703, 1770, 1778, 1855, 1880, 1884, 1929, 1943, 1975, 1990, 2037, 2055, 2068, 2129, 2191, 2238, 2256, 2278, 2472, 2509, 2757, 2830, 2854, 2918, 2927, 2943, 2960, 3005, 3059, 3150, 3188, 3245, 3457, 3563, 3599, 3699, 3782, 3845, 3887, 3929, 4001, 4005, 4051, 4093, 4100, 4158, 4177, 4191, 4242, 4290, 4365, 4388, 4452, 4494, 4510, 4526, 4627, 4660, 4688, 4838, 4937, 5035, 5060, 5133, 5174, 5347, 5469, 5514, 5527, 5578, 5594, 5640, 5683, 5709, 5721, 5728, 5741, 5762, 5773, 5791, 5820, 5825, 5844, 5856, 5887, 5906, 5934, 5942, 5952, 5982, 6144, 6195, 6210, 6248, 6254, 6324, 6366, 6419, 6448, 6536, 6558, 6602, 6606, 6634, 6670, 6843, 6907, 6925, 6943, 7120, 7149, 7257, 7267, 7411, 7513, 7573, 7598, 7690, 7709, 7746, 7765, 7772, 7799, 7864, 7877, 7888, 7895, 7961, 8010, 8046, 8109, 8139, 8232, 8247, 8254, 8337, 8474, 8488, 8631, 8650, 8672, 8815, 8859, 8934, 8993, 9064, 9109, 9178, 9203, 9218, 9237, 9323, 9399, 9406, 9414, 9587, 9606, 9630, 9654, 9673, 9697, 9721, 9746, 9752, 9868, 10029, 10068, 10091, 10145, 10303, 10332, 10349, 10371, 10410, 10453, 10563, 10600, 10657, 10712, 10836, 10840, 10871, 10954, 10971, 10978, 10986, 11006, 11019, 11108, 11115, 11155, 11234, 11249, 11532, 11556, 11593, 11609, 11677, 11828, 11872, 11944, 11967, 12072, 12134, 12173, 12192, 12299, 12311, 12318, 12373, 12378, 12381, 12599, 12603, 12614, 12624, 12632, 12695, 12741, 12795, 12808, 13002, 13046, 13067, 13085, 13101, 13168, 13183, 13218, 13228, 13243, 13253, 13277, 13306, 13337, 13359, 13389, 13473, 13487, 13512, 13539, 13546, 13570, 13632, 13654, 13753, 13767, 13779, 13796, 13851, 13853, 13864, 13868, 13896, 13931, 13970, 14083, 14097, 14104, 14106, 14113, 14130, 14164, 14236, 14271, 14313, 14338, 14351, 14527, 14677, 14713, 14733, 14748, 14766, 14791, 14845, 14854, 14923, 15044, 15058, 15100, 15134, 15147, 15217, 15245, 15265, 15278, 15318, 15366, 15376, 15414, 15442, 15459, 15465, 15502, 15534, 15566, 15606, 15617, 15628, 15710, 15728, 15772, 15792, 15860, 15867, 15885, 15899, 15909, 15925, 15932, 15946, 15976, 15978, 15985, 16021, 16026, 16030, 16053, 16081, 16115, 16143, 16153, 16168, 16196, 16206, 16216, 16223, 16243, 16247, 16265, 16294, 16315, 16320, 16390, 16399, 16408, 16416, 16426, 16436, 16455, 16484, 16502, 16632, 16661, 16680, 16764, 16786, 16845, 16850, 16861, 16865, 16875, 16902, 16943, 16956, 16967, 16977, 17003, 17010, 17023, 17076, 17087, 17091, 17094, 17100, 17103, 17148, 17174, 17192, 17238, 17248, 17259, 17314, 17422, 17437, 17460, 17507, 17651, 17790, 17963, 18038, 18058, 18076, 18107, 18116, 18150, 18182, 18186, 18225, 18271, 18293, 18299, 18441, 18488, 18503, 18506, 18534, 18559, 18576, 18595, 18599, 18653, 18655, 18675, 18693, 18771, 18779, 18785, 18854, 18872, 18894, 18937, 18951, 18955, 19001, 19031, 19104, 19130, 19324, 19395, 19505, 19562, 19580, 19583, 19636, 19650, 19668, 19687, 19726, 19758, 19800, 19817, 19859, 19919, 19975, 19995, 20145, 20161, 20208, 20274, 20483, 20516, 20553, 20563, 20674, 20745, 20766, 20835, 20849, 20874, 20881, 20918, 20924, 20951, 20968, 20972, 21004, 21007, 21014, 21048, 21057, 21074, 21086, 21090, 21112, 21115, 21145, 21158, 21160, 21171, 21186, 21199, 21204, 21294, 21393, 21446, 21465, 21485, 21511, 21529, 21538, 21542, 21548, 21566, 21579, 21609, 21650, 21663, 21726, 21738, 21809, 21825, 21829, 21836, 21886, 21912, 21914, 21950, 21976, 22009, 22069, 22149, 22171, 22190, 22203, 22245, 22294, 22299, 22329, 22360, 22373, 22382, 22403, 22429, 22437, 22451, 22470, 22481, 22606, 22673, 22687, 22690, 22695, 22709, 22740, 22752, 22819, 22850, 22856, 22900, 22917, 22926, 22957, 22972, 22995, 23133, 23188, 23203, 23231, 23253, 23310, 23359, 23404, 23474, 23494, 23508, 23555, 23575, 23594, 23609, 23703, 23775, 23796, 23821, 23861, 23915, 23940, 23951, 23964, 23981, 24005, 24052, 24071, 24112, 24130, 24187, 24210, 24223, 24229, 24255, 24310, 24358, 24376, 24384, 24412, 24420, 24438, 24473, 24496, 24538, 24598, 24621, 24631, 24687, 24704, 24737, 24744, 24763, 24768, 24789, 24807, 24893, 24917, 24945, 24975, 25003, 25148, 25168, 25205, 25216, 25311, 25399, 25430, 25460, 25477, 25505, 25560, 25565, 25593, 25632, 25668, 25709, 25771, 25904, 25914, 25937, 26010, 26039, 26063, 26081, 26089, 26129, 26158, 26194, 26211, 26272, 26311, 26341, 26452, 26480, 26555, 26615, 26750, 26765, 26817, 26917, 26977, 26996, 27019, 27033, 27045, 27146, 27165, 27196, 27202, 27216, 27225, 27228, 27271, 27283, 27297, 27351, 27361, 27429, 27482, 27504, 27538, 27565, 27595, 27604, 27612, 27648, 27665, 27717, 27736, 27748, 27777, 27806, 27810, 27815, 27823, 27839, 27860, 27911, 27914, 27920, 28021, 28052, 28067, 28085, 28118, 28141, 28162, 28189, 28205, 28230, 28246, 28278, 28281, 28320, 28347, 28370, 28421, 28493, 28514]"
and,8,"[12, 37, 49, 54, 76, 124, 139, 151, 162, 174, 204, 213, 216, 222, 227, 258, 283, 332, 340, 373, 402, 431, 438, 447, 492, 519, 525, 535, 543, 556, 573, 586, 597, 626, 628, 643, 659, 668, 682, 686, 696, 707, 726, 778, 790, 794, 825, 854, 886, 902, 936, 955, 962, 985, 991, 1022, 1055, 1064, 1089, 1131, 1158, 1189, 1222, 1331, 1382, 1412, 1417, 1433, 1456, 1471, 1482, 1541, 1552, 1569, 1595, 1607, 1641, 1675, 1688, 1706, 1725, 1738, 1756, 1761, 1767, 1773, 1783, 1798, 1800, 1806, 1816, 1862, 1880, 1911, 1921, 2013, 2034, 2070, 2085, 2149, 2154, 2165, 2189, 2219, 2310, 2334, 2339, 2357, 2373, 2384, 2392, 2419, 2430, 2471, 2515, 2622, 2637, 2646, 2655, 2659, 2665, 2688, 2747, 2850, 2890, 2897, 2905, 2917, 2928, 2948, 2953, 2976, 2983, 3006, 3063, 3150, 3161, 3165, 3168, 3176, 3187, 3207, 3216, 3420, 3497, 3501, 3510, 3514, 3557, 3619, 3625, 3628, 3634, 3641, 3703, 3777, 3807, 3841, 3909, 3934, 3955, 3967, 4149, 4171, 4177, 4198, 4363, 4408, 4429, 4600, 4734, 4824, 4831, 4982]"
and,9,"[27, 53, 60, 132, 198, 209, 243, 301, 307, 311, 326, 332, 336, 355, 360, 426, 485, 512, 547, 556, 568, 583, 615, 729, 763, 787, 823, 836, 865, 871, 897, 912, 959, 982, 987, 997, 1002, 1025, 1030, 1064, 1092, 1128, 1140, 1175, 1182, 1201, 1258, 1264, 1271, 1285, 1287, 1308, 1312, 1355, 1359, 1368, 1375, 1381, 1385, 1395, 1405, 1454, 1484, 1492, 1504, 1521, 1530, 1540, 1544, 1572, 1579, 1600, 1687, 1709, 1728, 1812, 1835, 1868, 1877, 1880, 1902, 1938, 2024, 2038, 2048, 2054, 2077, 2163, 2168, 2262, 2319, 2345, 2393, 2416, 2464, 2482, 2495, 2516, 2605]"
trust,1,"[68, 430, 505, 1168, 1697, 1754, 3909, 8759, 10358]"
trust,2,"[387, 569, 680, 748, 854, 1268, 1284, 1391, 1419, 1965, 2292]"
trust,3,[2329]
trust,7,"[881, 2237, 2257, 2978, 3273, 3327, 3354, 14105, 15216, 18728, 22135, 22205]"
user,1,"[69, 351, 402, 460, 476, 504, 516, 1015, 1135, 1151, 1167, 1318, 1322, 1334, 1408, 1515, 1640, 1689, 1707, 1725, 1735, 1895, 1991, 2162, 2266, 2288, 2309, 2321, 2383, 2452, 2460, 4132, 4143, 4297, 4402, 4548, 4577, 4596, 4620, 4639, 4711, 4723, 4731, 4773, 4790, 4821, 4839, 4863, 4869, 4902, 4991, 5001, 5053, 5102, 5178, 5226, 5233, 5242, 5270, 5300, 5307, 5361, 5366, 5393, 5406, 5436, 5445, 5580, 5590, 6954, 7006, 7176, 7250, 7363, 7566, 7572, 7632, 8683, 8773, 8895, 8924, 9091, 9782, 9814, 9843, 10195, 10412]"
user,12,[12304]
user,15,"[6587, 6608]"
user,16,[4423]
user,17,"[1211, 4238]"
user,18,"[443, 660, 880, 1282, 1313, 1417, 1445, 1633, 1730, 1815, 1833, 1847, 1888, 2021, 2095, 2236, 2241, 2323, 2635]"
user,2,"[1963, 4532, 4552]"
user,22,"[7571, 7842, 7869]"
user,23,[913]
user,25,[1312]
user,3,"[78, 208, 248, 772, 934, 946, 2311]"
user,7,"[2059, 2234, 2993, 3179, 3217, 3224, 3578, 3595, 3693, 3922, 3948, 3978, 3997, 4282, 4286, 4600, 4631, 5047, 5570, 5840, 5865, 6071, 6086, 6261, 6594, 6924, 6962, 7145, 7290, 7354, 7397, 9025, 9308, 14364, 14520, 14604, 14652, 15206, 15375, 15552, 15886, 16821, 18079, 19686, 19692, 19703, 19852, 20102, 22234, 22567, 22684]"
user,8,"[609, 1774, 2411]"
howand,1,[70]
whyof,1,[71]
autom,1,"[72, 333, 10667, 10691]"
autom,12,"[2617, 2649]"
autom,13,"[1358, 4755]"
autom,14,"[1358, 4755]"
autom,15,"[804, 841, 871, 1969, 5396, 6795]"
autom,16,"[4618, 8064, 10286]"
autom,18,[2840]
autom,2,[3629]
autom,21,[4635]
autom,7,"[15269, 21727, 22207, 22604, 22927, 27314]"
autom,8,"[1608, 4246]"
decisionmak,1,"[73, 1281, 1628, 5807, 6797, 6852, 10668]"
decisionmak,15,[3557]
decisionmak,2,"[1492, 1837]"
decisionmak,26,[784]
decisionmak,3,[923]
decisionmak,7,"[768, 14505, 21737, 27315]"
differ,1,"[74, 145, 543, 698, 763, 771, 841, 1057, 1317, 1536, 1624, 1629, 2435, 2451, 2457, 3464, 4386, 4785, 4827, 4875, 4980, 5042, 5147, 5438, 5516, 5920, 6220, 7238, 7255, 8000, 8025, 8043, 8231, 8405, 8883]"
differ,11,[338]
differ,12,"[882, 1497, 2322, 2337, 2559, 2774, 3005, 3254, 3372, 4846, 4922, 5424, 5895, 6061, 7570, 7897, 7955, 8051, 8056, 9850, 9986, 11269, 11272, 13857]"
differ,13,"[700, 1251, 1467, 2801, 3123]"
differ,14,"[700, 1251, 1467, 2801, 3123]"
differ,15,"[178, 461, 508, 513, 937, 1162, 1294, 1393, 1884, 2214, 2227, 2360, 2427, 2656, 2710, 2801, 3051, 3454, 3543, 3637, 3942, 4106, 4233, 4400, 4422, 4563, 4629, 4833, 4971, 5382, 5497, 5528, 5635, 5838, 5853, 5917, 6032, 6132, 6612]"
differ,16,"[1163, 1502, 2058, 2387, 2457, 2967, 3288, 4458, 4595, 4972, 5010, 6080, 6510, 6533]"
differ,18,"[445, 458, 682, 1118, 1133, 1145, 1162, 1174, 1199, 1218, 1306, 1317, 2081, 2097, 2186, 2201, 2223, 2322, 2324, 2335, 2343]"
differ,21,"[268, 1558, 1710, 1716, 1841, 2079, 3215, 3242, 3383, 3691, 3805, 3930, 4489, 4532]"
differ,22,"[96, 774, 966, 1100, 1225, 1461, 1660, 1866, 1918, 2584, 2638, 2753, 2871, 4052, 4339, 4513, 5401, 5515, 5796, 5832, 5838, 5843, 5845, 5863, 6423, 6475, 6539, 6551, 6563, 6655, 6696, 6740, 6768, 7550, 7581, 7735, 7982, 8351, 8394, 8427, 8552, 8628, 8635, 8734, 8992, 8994, 11068, 11075, 11097]"
differ,23,"[101, 232, 324, 506, 818, 1312, 1362, 1483, 1522, 1635, 1671, 1779, 2000]"
differ,25,"[837, 851, 1388, 1552, 1646, 1910, 2001, 2923, 3220, 3230, 3241, 3425]"
differ,26,"[208, 454, 1748, 1924, 1971, 1985, 1993, 2310, 2933, 2940, 3375, 4495, 4589, 4616, 4620, 4669, 4806, 5120, 5737, 5924, 5990, 6041, 6109, 6734, 6754, 6868, 6878]"
differ,7,"[267, 1185, 1227, 1465, 1708, 1960, 2150, 2766, 2815, 3038, 3046, 3096, 3123, 3800, 4138, 4173, 4229, 4593, 4616, 4743, 4895, 5240, 5425, 5574, 5650, 6169, 6192, 6494, 6518, 6732, 7748, 7788, 8226, 8481, 8590, 9277, 9797, 10444, 10875, 11217, 11354, 11449, 11605, 11664, 11823, 11907, 12003, 12581, 12844, 12959, 13138, 14232, 14272, 14653, 15005, 15046, 16534, 17066, 17205, 17456, 17537, 17748, 17762, 17773, 17776, 17959, 18329, 18743, 18758, 18868, 18912, 19028, 19185, 19307, 19516, 19523, 19537, 19572, 19954, 20326, 20588, 20817, 20987, 21241, 21278, 21312, 23536, 25863, 25986]"
differ,8,"[1743, 2972, 2989, 3061, 3930]"
differ,9,"[34, 1955, 1978, 1986, 2001]"
applic,1,"[75, 253, 499, 595, 930, 1619, 2236, 2804, 3096, 3651, 3737, 4018, 4106, 4484, 5091, 5625, 6107, 6751, 7151, 7338, 7800, 8272, 8813, 9414, 9450, 10024, 10181, 10536, 10596, 10859]"
applic,12,"[1981, 2452, 4297, 4458, 5202, 9060, 9248, 9458, 9499, 10437, 10770, 10977, 11275, 12288, 13788, 14283, 14650, 15054, 15213]"
applic,13,"[345, 514, 551, 667, 778, 885, 1016, 1200, 1409, 1652, 1814, 1974, 2076, 2178, 2264, 2331, 2414, 2526, 2654, 2735, 2877, 2898, 2996, 3094, 3300, 3441, 3459, 3612, 3814, 3897, 4049, 4191, 4419, 4636, 4869, 5092, 5325, 5343, 5456]"
